27151,Swift,MN,27151,54.0,rural,2006
27153,Todd,MN,27153,31.3,rural,2006
22117,Washington,LA,22117,126.2,rural,2006
21129,Lee,KY,21129,168.7,rural,2006
21127,Lawrence,KY,21127,140.2,rural,2006
48367,Parker,TX,48367,75.3,rural,2006
21125,Laurel,KY,21125,128.5,rural,2006
21123,Larue,KY,21123,81.1,rural,2006
22115,Vernon,LA,22115,13.6,rural,2006
21121,Knox,KY,21121,128.3,rural,2006
19087,Henry,IA,19087,54.8,rural,2006
46061,Hanson,SD,46061,0.0,rural,2006
40001,Adair,OK,40001,17.8,rural,2006
12039,Gadsden,FL,12039,58.4,rural,2006
42031,Clarion,PA,42031,70.9,rural,2006
46065,Hughes,SD,46065,74.7,rural,2006
22111,Union,LA,22111,56.2,rural,2006
46067,Hutchinson,SD,46067,78.4,rural,2006
42035,Clinton,PA,42035,60.8,rural,2006
12033,Escambia,FL,12033,121.6,rural,2006
12031,Duval,FL,12031,90.3,urban,2006
42039,Crawford,PA,42039,82.5,rural,2006
12037,Franklin,FL,12037,110.5,rural,2006
40003,Alfalfa,OK,40003,0.0,rural,2006
12035,Flagler,FL,12035,91.9,urban,2006
51133,Northumberland,VA,51133,30.3,rural,2006
51131,Northampton,VA,51131,107.6,rural,2006
51137,Orange,VA,51137,66.3,rural,2006
51135,Nottoway,VA,51135,55.6,rural,2006
40005,Atoka,OK,40005,23.1,rural,2006
51139,Page,VA,51139,67.0,rural,2006
19089,Howard,IA,19089,51.2,rural,2006
31177,Washington,NE,31177,37.6,rural,2006
40007,Beaver,OK,40007,0.0,rural,2006
13299,Ware,GA,13299,212.2,rural,2006
22119,Webster,LA,22119,74.3,rural,2006
13291,Union,GA,13291,146.9,rural,2006
13293,Upson,GA,13293,92.0,rural,2006
13295,Walker,GA,13295,31.8,rural,2006
51061,Fauquier,VA,51061,88.4,rural,2006
13297,Walton,GA,13297,93.6,rural,2006
12107,Putnam,FL,12107,102.1,rural,2006
12105,Polk,FL,12105,85.7,urban,2006
12103,Pinellas,FL,12103,100.5,urban,2006
12101,Pasco,FL,12101,110.2,rural,2006
02240,Southeast Fairbanks,AK,02240,0.0,rural,2006
12109,St. Johns,FL,12109,81.4,rural,2006
26049,Genesee,MI,26049,110.9,urban,2006
05029,Conway,AR,05029,36.8,rural,2006
26041,Delta,MI,26041,75.4,rural,2006
05021,Clay,AR,05021,45.4,rural,2006
26043,Dickinson,MI,26043,88.5,rural,2006
05023,Cleburne,AR,05023,91.1,rural,2006
26045,Eaton,MI,26045,81.3,rural,2006
05025,Cleveland,AR,05025,0.0,rural,2006
26047,Emmet,MI,26047,118.3,rural,2006
05027,Columbia,AR,05027,89.9,rural,2006
20099,Labette,KS,20099,95.9,rural,2006
19095,Iowa,IA,19095,10.7,rural,2006
48239,Jackson,TX,48239,65.0,rural,2006
20091,Johnson,KS,20091,75.9,urban,2006
20093,Kearny,KS,20093,52.3,rural,2006
20095,Kingman,KS,20095,1.5,rural,2006
20097,Kiowa,KS,20097,0.0,rural,2006
13185,Lowndes,GA,13185,90.3,rural,2006
13187,Lumpkin,GA,13187,62.8,rural,2006
13181,Lincoln,GA,13181,0.0,rural,2006
13183,Long,GA,13183,0.0,rural,2006
01049,DeKalb,AL,01049,50.6,rural,2006
13189,McDuffie,GA,13189,129.8,rural,2006
12129,Wakulla,FL,12129,76.2,rural,2006
36003,Allegany,NY,36003,62.5,rural,2006
36005,Bronx,NY,36005,27.0,rural,2006
36007,Broome,NY,36007,77.4,rural,2006
36009,Cattaraugus,NY,36009,74.9,rural,2006
45019,Charleston,SC,45019,81.0,urban,2006
05115,Pope,AR,05115,133.7,rural,2006
05117,Prairie,AR,05117,99.4,rural,2006
05111,Poinsett,AR,05111,60.0,rural,2006
05113,Polk,AR,05113,135.1,rural,2006
48309,McLennan,TX,48309,78.4,urban,2006
05119,Pulaski,AR,05119,103.0,urban,2006
48435,Sutton,TX,48435,0.0,rural,2006
48437,Swisher,TX,48437,0.0,rural,2006
48431,Sterling,TX,48431,0.0,rural,2006
48433,Stonewall,TX,48433,0.0,rural,2006
48439,Tarrant,TX,48439,76.0,urban,2006
53027,Grays Harbor,WA,53027,114.6,rural,2006
48129,Donley,TX,48129,79.9,rural,2006
48123,DeWitt,TX,48123,46.7,rural,2006
30045,Judith Basin,MT,30045,0.0,rural,2006
26029,Charlevoix,MI,26029,88.4,rural,2006
48125,Dickens,TX,48125,0.0,rural,2006
13071,Colquitt,GA,13071,72.5,rural,2006
13073,Columbia,GA,13073,91.3,rural,2006
13075,Cook,GA,13075,84.3,rural,2006
13077,Coweta,GA,13077,83.8,rural,2006
13079,Crawford,GA,13079,0.0,rural,2006
13277,Tift,GA,13277,125.8,rural,2006
13275,Thomas,GA,13275,93.9,rural,2006
13273,Terrell,GA,13273,0.0,rural,2006
13271,Telfair,GA,13271,0.1,rural,2006
45087,Union,SC,45087,126.8,rural,2006
45085,Sumter,SC,45085,61.4,rural,2006
45083,Spartanburg,SC,45083,124.5,rural,2006
13279,Toombs,GA,13279,190.8,rural,2006
18099,Marshall,IN,18099,72.3,rural,2006
18093,Lawrence,IN,18093,140.3,rural,2006
